LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
51770,38,2,2,0,-1,-1,-1,0,-1,38557,29665,15525,28105,33637,16308,6743,11473,0,0,4656,388,0
39675,53,1,2,0,4,0,-1,-1,0,19314,21097,5688,4253,32062,26589,0,9712,413,2200,11221,1369,0
22154,41,3,2,3,0,-1,0,-1,4,8349,4409,15354,14291,5136,11074,1595,1515,482,2284,113,6333,0
36386,28,3,1,0,3,0,-1,-1,-1,14452,24029,1335,15229,26056,12932,6978,4707,585,1906,3354,0,0
37679,65,2,2,0,0,1,-1,-1,0,14032,13763,18959,2391,20062,5899,1242,0,0,597,16538,1866,0
23239,43,2,1,-1,-1,0,-1,5,-1,13858,16897,0,2091,5878,6377,7426,851,0,446,1621,1048,0
57488,34,1,1,0,-1,0,0,0,0,34252,37417,21679,5887,32213,38973,0,8451,7478,2063,3008,13901,0
11987,60,3,1,0,0,1,0,0,2,7530,3775,3585,3577,4186,1866,2438,1731,759,1135,1999,548,0
17721,61,2,1,-1,-1,-1,-1,0,-1,4172,2697,9866,1380,3810,8645,1045,620,3358,0,319,0,0
24608,29,1,1,-1,0,-1,-1,0,-1,6604,10803,8841,5180,12689,4882,387,6633,6711,0,932,174,0
130664,24,4,2,-1,-1,0,-1,0,0,15327,55990,85285,28299,77605,78680,0,28318,35305,1400,11807,0,0
94937,23,1,1,0,-1,1,6,0,0,28656,19027,32542,18446,28561,63701,9079,4551,5426,10388,0,6016,0
78959,62,2,2,0,0,-1,-1,1,1,63667,17515,36119,53712,60226,51210,4014,9792,8949,13614,12517,13057,0
69250,54,1,1,-1,-1,0,0,0,-1,22204,40282,19608,43399,18951,21475,4184,10285,6870,3364,5961,4681,0
73498,63,2,2,0,0,0,0,0,0,23193,12110,18227,13251,20960,5197,3283,7264,3386,1474,5760,891,0
175808,54,1,1,0,-1,-1,0,-1,0,42519,24882,70181,40007,22823,128861,6588,3640,34881,14689,4959,0,0
95104,42,1,1,0,0,-1,-1,2,0,11445,19664,18417,66636,20353,4341,2819,5073,2257,20205,4722,49,0
182091,52,2,2,0,0,0,-1,-1,-1,117791,4736,94752,71434,51853,22287,71274,2388,34636,9633,9624,413,0
33308,60,4,2,0,0,1,-1,0,0,10160,9106,8993,18242,23990,28352,2055,3997,4356,0,0,4692,0
110813,42,1,3,1,2,0,-1,0,0,98863,35185,86298,60016,45205,37859,0,3516,28327,9548,8679,7078,0
86095,70,2,1,-1,-1,0,2,-1,1,14711,36265,26893,33798,21271,34523,3031,0,9556,0,753,7687,1
23257,69,2,2,-1,0,-1,-1,0,0,6539,7560,10036,14088,9422,11496,3308,2668,1872,2245,3229,4104,0
35508,64,3,2,6,0,0,-1,0,-1,4596,23540,11221,6004,20963,11892,1867,0,0,1590,5065,5319,1
15730,74,1,2,0,0,3,-1,-1,0,6141,0,0,8185,2209,3185,2307,0,0,1733,587,402,0
44183,42,2,1,0,-1,0,0,-1,0,33094,23163,12665,6482,10748,27140,948,0,4831,1770,4594,6177,1
27447,27,3,1,-1,0,0,-1,-1,-1,9266,17918,12953,2562,10209,20712,4206,2976,2455,0,2043,7739,0
52329,47,1,1,0,-1,-1,1,3,-1,13285,15562,20990,24652,38919,19766,3442,4962,7713,1433,16836,2076,0
35383,61,2,2,-1,0,-1,0,0,0,4814,17281,9322,12864,18150,10118,2191,0,5425,4631,12276,1130,0
51684,63,3,1,4,4,-1,2,-1,1,22714,13682,26891,3850,18833,11203,0,59,8410,103,490,2076,1
33786,41,1,1,-1,0,-1,0,4,-1,5547,19236,12440,7433,3919,26332,1448,7370,3591,0,0,7963,0
217073,36,2,2,-1,-1,-1,-1,-1,4,54082,137364,45671,98140,145339,22226,17089,38443,11474,26056,74376,10998,0
108061,45,1,2,0,-1,-1,0,-1,-1,17347,75455,64411,46852,33503,68522,0,2750,11292,12671,4041,19882,0
25787,64,2,2,-1,-1,0,-1,-1,-1,13132,15900,11823,4143,16845,21409,0,1626,5025,0,8931,2611,0
57589,24,3,2,-1,0,0,3,2,6,15097,28201,16700,20948,49429,14763,7418,5870,0,1458,5353,0,0
108649,38,2,1,-1,-1,0,0,0,1,21414,36568,74599,23266,47572,78427,2140,0,12161,5061,17851,3757,0
65860,33,2,2,0,-1,-1,0,-1,0,16004,16046,54541,45403,25894,33716,0,0,24481,0,0,1506,0
21924,64,2,1,-1,-1,0,-1,3,0,14270,4664,10475,7471,434,14472,0,1979,3299,489,0,5122,0
410980,46,1,1,0,0,0,-1,-1,-1,193692,133394,135620,128062,77440,126354,65477,42879,0,25935,20804,16057,0
114468,25,1,2,0,-1,0,0,5,0,53150,23433,87447,28991,36635,4734,2589,8374,32661,10433,17284,1093,0
25296,35,1,1,0,-1,-1,-1,-1,-1,11554,15552,7847,14223,8438,5046,837,2247,4542,9734,0,731,0
81126,23,1,2,-1,-1,-1,-1,-1,0,48889,25084,36123,22516,34026,51960,8263,12990,4683,3191,0,28355,0
41099,46,2,2,3,0,6,-1,-1,5,8882,31951,36650,13471,37844,14820,1415,0,16359,6137,5752,804,1
68982,74,1,1,0,3,4,-1,0,-1,18662,18322,29255,37690,41489,36349,6385,0,0,12000,0,24545,0
26410,51,1,1,-1,-1,-1,3,-1,0,0,7367,8902,10814,22034,15992,0,847,4136,882,4977,0,0
51198,67,2,1,-1,0,0,0,-1,0,15443,7903,4229,5626,19185,26880,6091,1016,0,3037,1150,9025,0
35294,61,1,1,-1,-1,-1,0,4,0,21494,13352,10456,19068,23627,22237,0,2665,250,4819,0,8057,0
51887,68,1,2,0,-1,0,0,0,-1,33571,10024,16296,11837,19677,12730,1337,3540,2602,664,3500,0,0
93566,37,1,2,0,0,6,-1,-1,-1,37633,36266,68030,60043,33178,14052,0,11171,19508,11473,0,2665,0
46871,72,1,1,3,5,0,0,-1,0,43568,17121,19151,16858,36178,12020,7470,5593,4691,5762,15596,3473,1
38857,33,2,1,-1,-1,0,6,-1,-1,23829,12380,23022,10170,18986,15148,3102,7106,3402,4332,8869,4474,0
94483,44,2,2,-1,-1,0,0,0,-1,74603,19795,7847,35622,65274,83879,18051,2331,159,5013,8136,30730,0
16855,57,3,2,0,0,-1,-1,0,0,1409,10724,10728,13880,8675,11797,325,706,7046,0,0,3745,0
29180,36,2,2,-1,-1,0,-1,-1,-1,19317,14806,14579,5612,14424,7975,11406,5171,7474,498,1772,2106,0
17967,35,2,1,-1,0,6,0,0,-1,6857,10920,4539,13893,3494,7835,980,2738,542,541,1018,1246,0
17765,28,3,2,0,-1,0,0,-1,3,3812,9759,7216,8311,15703,11829,0,4036,2728,2304,3018,2969,0
54355,21,2,1,4,0,-1,0,0,-1,21267,16186,23354,28226,13417,7704,6380,2232,0,4285,3273,3037,0
81762,48,2,2,0,-1,-1,3,0,2,41153,31181,39000,21249,9867,44113,15517,4326,13330,5102,1933,11285,0
25721,74,2,1,0,-1,-1,0,-1,0,16925,20554,15066,18108,20440,10546,2561,6565,4089,0,4918,5028,0
111783,32,1,2,0,-1,-1,-1,0,1,48085,34774,37951,29507,39304,78745,0,2207,2789,6235,0,32927,0
74655,44,1,1,5,0,0,-1,0,0,33214,11397,20005,31781,29772,34971,5872,2452,1159,25054,0,17402,0
22706,71,1,2,6,-1,0,0,-1,-1,11696,12646,13309,12696,3491,10076,5101,3773,590,3994,1218,1775,0
56367,62,2,1,0,-1,0,0,0,0,26872,17873,34373,19915,25381,12955,7713,4039,10761,2726,5636,4436,0
178431,21,1,2,0,0,-1,-1,-1,-1,38614,27321,63453,93173,103848,50649,0,7312,4977,17836,0,0,0
10789,48,2,1,-1,-1,-1,-1,-1,-1,4166,8257,3769,6076,4570,1404,1835,2329,614,2500,0,0,0
170670,28,3,2,1,0,5,-1,0,0,78929,94574,69418,74682,44664,99615,44351,32114,31430,22564,18029,34588,0
30079,34,2,1,0,-1,0,-1,1,0,14771,0,15710,13752,18026,20711,1938,0,831,4995,5009,14421,0
18346,34,1,2,0,-1,0,-1,-1,1,11742,3081,13582,11076,2277,7134,6821,327,6152,951,354,2623,0
54761,54,2,2,-1,0,-1,0,0,-1,11222,6377,29523,24875,9613,34217,0,504,19188,7106,1953,20225,0
133431,31,1,1,-1,-1,0,-1,5,1,108927,90594,46989,72841,19629,49590,38202,8460,5427,14388,11490,8568,1
27418,34,4,1,-1,2,0,0,1,1,2553,27393,11669,9632,8971,10135,983,4560,3685,2220,0,664,0
62898,33,2,1,5,5,2,0,0,0,25418,2317,12165,31992,11993,12023,2279,1064,0,10447,3280,0,1
267209,40,2,1,0,0,0,0,-1,-1,78258,53986,69141,143369,127242,159023,14976,40449,45805,22229,42890,87685,0
57787,56,2,2,-1,-1,0,-1,-1,-1,12731,21935,39154,20551,24267,20830,6523,3360,4452,0,4787,1779,0
532847,42,2,1,0,0,0,-1,0,0,373656,328389,168897,332054,316544,124436,31217,116322,0,115068,0,3350,0
134821,38,2,1,-1,6,-1,-1,-1,-1,60472,7650,62355,80772,68034,78317,14294,1575,9758,49502,24746,0,0
71517,48,1,1,-1,-1,-1,-1,6,-1,33767,60658,31313,34264,26571,33368,0,6890,9187,19390,2991,12391,0
86656,54,1,1,-1,0,0,0,-1,0,55614,32333,1596,16026,64216,42897,11566,17293,364,8375,1580,5462,0
53152,21,1,1,-1,0,-1,0,0,-1,38958,38479,31413,41501,17696,22994,9946,1011,3930,9936,0,5117,0
59853,69,2,2,0,-1,0,-1,0,0,12733,11864,22341,25309,5955,30075,2072,4441,4098,9754,0,12675,0
53775,70,3,1,-1,0,5,-1,0,2,25643,23570,20522,9630,4273,38808,14024,3449,7187,3744,2127,15496,0
35478,53,2,2,0,0,0,-1,-1,0,13755,20038,29693,16862,20529,9965,1175,2216,1580,3737,10918,1063,0
16252,52,2,2,-1,3,1,0,0,-1,1439,9849,11530,10821,1293,8606,123,1567,1708,0,156,1935,0
98750,58,3,1,-1,-1,0,-1,-1,-1,50717,50457,48844,26428,56079,2901,39727,13199,10212,10919,17287,487,0
149530,44,1,2,-1,0,0,-1,-1,-1,44974,66707,24575,17359,47401,62074,8536,20891,1802,10919,2016,6404,0
22088,40,1,2,0,-1,0,-1,0,0,2275,14200,9084,13361,10704,6893,687,3834,1772,4343,1805,382,0
39344,40,3,2,0,-1,0,3,2,5,2491,14352,28389,24924,21465,19166,369,6581,12005,5900,9279,11047,0
78040,29,3,1,6,0,-1,-1,0,0,9221,6156,10343,16977,67076,12815,1459,3074,1317,3804,8615,6747,1
102639,66,2,2,-1,-1,0,0,0,0,40547,46462,43147,20891,54138,1589,25839,3900,5841,3118,171,632,0
39391,38,1,1,0,0,4,1,0,-1,4304,21645,6260,19557,9877,13166,966,7305,362,2142,4780,687,1
75283,36,3,2,-1,0,0,3,5,0,27706,31034,45268,53639,13629,35511,3009,613,12482,19564,6556,18592,0
49616,73,2,1,0,1,0,-1,0,0,7737,15458,41106,10371,4532,1347,244,5216,9516,5518,861,691,0
66899,48,2,1,-1,0,-1,-1,6,5,43726,30812,40402,37246,16676,18372,13181,0,19567,8219,7216,0,1
32888,54,1,2,-1,0,-1,0,0,0,4815,17267,11341,15614,10388,4105,1358,11179,0,0,2289,950,0
10000,34,2,1,0,-1,-1,-1,-1,0,4458,6758,3769,3735,6799,3351,1849,0,164,60,3201,273,0
18424,35,3,1,-1,0,-1,-1,2,6,621,8773,4394,3895,14445,7087,106,2128,888,579,2303,0,0
52711,60,3,2,-1,-1,6,-1,0,-1,21074,21874,24894,21235,27954,15911,12127,11812,0,9802,718,9199,0
41591,45,2,1,0,0,-1,-1,-1,-1,33351,24239,23287,10874,5992,11746,18698,4703,0,1752,2842,1359,0
82466,28,2,1,5,6,5,-1,0,-1,14985,72039,16367,12583,33176,25705,4583,0,4978,2897,5092,2000,1
118767,66,2,1,4,-1,-1,0,0,-1,58814,64349,39293,34463,22085,4568,13116,0,12402,4392,5494,18,1
37631,42,2,2,5,-1,6,3,2,0,5519,13026,9123,8337,5116,7945,780,4359,2589,1087,0,2040,1
34781,57,2,2,0,-1,0,-1,-1,0,14113,10964,21529,0,5543,6109,2039,0,0,0,0,998,0
11932,39,1,2,0,0,0,-1,-1,0,1962,11039,5863,4445,11311,2121,756,6937,2355,706,2106,334,0
19897,51,1,2,0,1,0,0,-1,0,13040,10994,2851,6763,5494,8695,0,6860,746,0,2698,5258,0
16781,62,2,2,0,4,-1,-1,0,0,8416,6859,10344,9898,11064,7463,1655,1346,1931,4923,2549,0,0
107128,68,1,2,0,-1,5,4,0,4,25102,41096,72167,65610,49130,38602,10018,2932,13490,3827,0,0,0
53106,32,1,2,-1,0,-1,-1,0,0,15428,2171,1706,34076,8021,22156,0,1321,143,19175,251,18896,0
22380,57,3,2,0,2,-1,-1,0,0,8511,13349,8017,14337,8101,425,3358,2232,2751,2597,924,85,0
29173,70,2,2,0,0,0,-1,0,-1,14076,18582,16956,7206,12694,19042,1655,11958,6371,3049,3974,6009,0
36801,55,1,1,-1,-1,0,1,0,-1,9575,4591,7525,9944,51,11150,0,990,639,3159,24,0,0
143665,28,1,1,0,0,4,4,0,0,67572,85021,101135,70167,38715,102630,32338,0,7904,31142,9163,15897,0
52821,31,2,1,-1,6,4,0,1,0,27666,15914,31140,10626,33008,6801,10310,4634,3916,2060,2621,4082,0
108343,31,2,2,-1,0,-1,0,0,0,71733,57296,50196,75422,40073,68352,1415,19091,17404,28931,5159,10376,0
10000,26,2,2,0,-1,0,-1,-1,0,4511,750,0,5446,5356,1289,2136,0,0,839,1086,399,0
75070,61,2,2,-1,-1,-1,-1,0,-1,5058,59899,9300,27131,0,43318,350,3186,1434,2689,0,0,0
46603,73,1,2,-1,-1,1,0,-1,0,32809,22420,16309,20034,19696,20241,5053,350,7454,2732,2528,2676,0
39136,48,2,2,-1,0,5,0,0,1,7163,24344,3957,17617,22347,16174,427,3295,1415,0,6481,3988,0
202548,53,1,2,0,0,0,0,0,0,57254,25315,134752,24686,100328,149149,14308,0,0,5563,11289,7801,0
35886,62,2,2,0,0,-1,0,-1,0,10530,4794,6777,18094,15927,10999,0,0,633,0,1299,2787,0
101721,43,1,1,3,-1,-1,-1,0,0,81390,23838,48348,24707,64669,42742,4574,15475,0,1817,13324,0,1
30397,46,1,2,4,4,-1,0,-1,0,5160,5988,10562,3870,16008,4999,2222,669,1213,0,11820,75,1
70640,52,1,1,0,-1,-1,0,0,0,11012,30649,33452,29558,25331,35951,3616,0,6894,5170,4285,3827,0
10000,37,3,1,6,-1,-1,0,5,4,0,5416,0,3607,2675,4728,0,1812,0,693,1491,1189,1
65553,24,1,1,-1,-1,-1,-1,0,-1,22422,39189,14926,34176,26647,28115,10169,0,0,21338,0,13182,0
93414,51,1,1,3,0,0,-1,5,-1,57930,15402,17645,46421,54331,49970,14910,6324,10359,0,0,1590,1
166303,65,1,1,0,-1,0,-1,0,0,93916,88299,103513,99148,97524,56796,0,24555,22427,0,0,5438,0
25480,24,2,1,0,5,-1,-1,-1,0,3599,6565,7344,9579,6712,5412,671,440,4117,2357,972,2577,0
32106,32,2,2,0,0,0,-1,0,0,18869,15473,7087,13940,2265,4712,3726,4430,1520,0,850,668,0
20496,35,3,1,4,2,4,0,6,-1,6488,5959,11436,12993,13339,9807,980,1468,5386,395,1269,1069,1
40006,64,2,2,0,0,-1,-1,0,-1,11164,18947,16489,29993,23751,21069,3508,10917,6246,18098,7437,6003,0
22671,48,2,1,-1,0,0,1,-1,0,4515,5317,12989,2172,18435,5824,2788,1800,5312,586,0,2766,0
10000,49,2,3,-1,0,-1,0,0,0,8304,0,2263,5094,4070,751,579,0,224,218,1762,437,0
29801,55,1,2,0,-1,-1,0,-1,-1,8723,11469,9809,17808,24033,6658,733,2215,0,13685,14503,2444,0
32996,35,3,2,6,-1,-1,-1,2,1,25492,15470,11880,10133,13716,12752,6521,3614,0,217,477,1545,1
30480,59,3,2,-1,-1,-1,0,0,-1,8159,3357,11467,9274,4893,16185,2540,1193,4058,3981,506,1306,0
106741,22,1,2,0,-1,0,-1,-1,-1,46649,23666,46367,48595,22918,69743,35160,3326,11331,4030,1869,21737,0
96158,27,2,1,0,-1,0,0,0,0,22318,65926,13812,32775,74475,29940,0,12537,5611,6940,20548,7774,0
47898,65,1,1,-1,0,-1,-1,-1,4,20624,42399,8516,18108,14098,37367,4703,17538,5805,5241,0,10983,0
13785,56,2,2,-1,0,-1,-1,0,-1,6734,917,8501,5196,0,5109,3243,501,735,571,0,2564,0
67681,30,2,1,-1,0,-1,0,0,-1,40862,35794,42411,10661,18321,38357,5128,2573,15657,2269,2405,13977,0
34046,44,3,1,-1,-1,4,0,4,5,5022,14955,6453,7424,9057,11999,524,312,1509,3662,2284,1011,1
55810,23,1,2,-1,-1,-1,-1,0,2,17901,40617,7560,9592,47753,17303,2725,18529,1856,1497,15444,7481,0
130136,57,2,1,-1,0,-1,0,-1,-1,42173,74472,27900,63852,63060,79788,8768,0,0,33518,7179,5134,0
70293,61,2,2,-1,0,0,0,0,-1,44743,30630,10973,25165,16557,27886,14919,23372,4734,9510,3493,1927,0
75719,36,1,1,-1,0,0,-1,0,0,38683,25852,50367,28371,23676,39231,10120,15907,12609,8654,3655,0,0
55888,39,2,1,-1,-1,0,0,-1,0,18903,30356,19864,19118,49688,22537,2462,8127,5133,5167,10291,3680,0
96738,33,2,1,0,1,2,-1,0,-1,52227,40614,66409,20717,22695,35789,21591,0,10014,5644,1834,21910,0
28236,42,2,2,-1,4,-1,-1,-1,0,16872,6359,5616,14254,6241,14626,1476,1043,1992,4091,2430,1391,0
16969,35,4,2,-1,3,6,2,3,4,8412,11494,5662,10753,4213,4038,1462,5267,2748,969,1518,1559,0
56906,34,1,2,-1,-1,0,0,3,-1,14100,11145,10136,9814,7752,19903,9312,5092,2009,0,0,4991,0
26745,44,1,1,0,-1,-1,0,-1,-1,12006,6468,5965,16684,4132,9243,4812,3716,647,4255,1111,5231,0
66180,67,1,1,-1,0,-1,0,0,-1,37348,23865,39676,3520,23786,10902,5328,13256,18142,1536,7491,5456,0
74163,62,1,2,0,-1,0,0,0,0,8411,32435,22264,48230,23097,19055,1730,10037,10690,9041,3594,3702,0
46395,37,2,1,-1,-1,0,0,-1,-1,13743,20733,4161,33309,21931,12549,6755,2582,1923,10141,6425,0,0
25698,71,3,1,-1,0,0,0,-1,-1,8357,4986,13429,1931,8619,5573,926,1340,3766,157,2027,1613,0
183947,32,2,2,-1,-1,0,6,0,-1,59607,73792,26883,119586,86899,46431,7200,28047,3438,17438,21848,6017,0
104039,70,2,2,0,0,0,-1,3,0,66390,14065,43026,13613,69583,39814,38863,7298,3670,1234,0,5185,0
45355,37,2,1,0,2,0,-1,-1,0,25611,36444,24086,20326,33356,5265,0,6327,6349,377,2615,2328,0
73931,50,1,1,-1,0,6,0,4,-1,38343,30991,27941,59678,36773,38379,13574,0,4119,22897,9579,27664,1
103197,31,3,2,0,0,0,-1,0,4,36093,12822,45570,47125,52324,36121,2179,2416,21449,10737,18741,14866,0
30710,62,2,2,-1,0,0,-1,-1,-1,6854,22590,21521,6834,6302,15282,597,5912,8201,0,3004,3659,0
22641,38,2,2,0,0,-1,-1,-1,-1,5594,7401,5993,9503,3581,11356,1865,2303,2728,4299,256,1264,0
41144,68,3,2,0,0,0,-1,3,2,14029,24249,26849,21844,9916,25832,1781,7578,2144,5323,3006,514,0
68263,25,2,2,-1,-1,0,0,0,0,7518,22127,20821,22709,8990,38958,3786,7072,3233,2740,2071,1065,0
101445,48,1,2,0,-1,-1,-1,0,0,26131,18552,33178,22659,75647,45650,3728,4233,3472,11677,13833,24816,0
95056,29,2,2,0,-1,5,3,0,0,32162,44507,11193,79392,40798,36723,3381,0,6074,10588,11243,20286,1
27280,69,2,2,-1,0,0,-1,-1,0,12763,20301,18105,18536,9266,3968,1440,0,2653,837,4100,117,0
15886,43,2,1,4,3,0,-1,-1,-1,6126,9956,4078,9455,11683,1560,1721,0,709,0,0,376,1
21497,57,3,2,0,-1,0,0,6,4,17688,7876,6673,14541,15439,754,4358,964,1123,0,9080,325,0
78078,68,2,2,3,3,0,6,3,6,49117,43551,23187,33275,57163,28215,42373,4822,0,3275,8519,16739,1
23446,49,2,1,0,-1,-1,0,0,-1,11464,16137,13733,13545,2697,226,1807,2678,2512,1649,35,39,0
10000,24,3,2,0,0,0,0,3,2,5798,1940,3816,8169,2597,4722,1170,0,514,0,697,2016,0
55017,32,2,2,0,0,0,0,0,-1,16126,39172,21201,23070,23786,13192,9246,4958,3853,9184,4171,6459,0
31142,32,2,1,-1,0,0,0,1,0,10241,19000,11754,16214,19185,8042,5748,13958,2217,317,0,1271,0
17236,70,1,2,0,0,-1,-1,-1,-1,8987,9815,2467,12603,11948,13343,887,0,393,3507,4347,4903,0
52029,70,2,1,3,1,0,-1,-1,0,7486,14268,7885,18201,29482,27170,810,0,1613,2275,7059,5857,0
35989,46,2,2,-1,-1,0,0,-1,4,24162,14454,11211,15598,4646,17939,1835,0,4254,800,0,1732,0
262303,69,1,3,0,4,-1,0,-1,-1,150990,167583,34330,74868,75528,30944,53916,8512,11971,0,0,13508,1
52631,34,2,2,-1,-1,0,2,4,-1,16072,20935,27446,1526,5714,4947,0,0,10778,982,1265,1519,1
109681,57,1,2,0,0,0,0,0,-1,52125,50317,50431,54245,17549,50036,23808,9525,3440,15539,6227,12589,0
67689,42,1,2,6,3,-1,-1,-1,0,28103,7060,30192,17747,21458,13103,6371,1688,11973,5769,7371,2672,0
30393,33,2,2,0,-1,0,0,-1,0,19390,15601,9716,14221,22613,27196,10829,4654,1962,935,0,434,0
46461,34,1,2,-1,0,0,-1,6,4,19230,13784,11730,17857,33824,14472,1083,0,227,3262,0,7894,0
116397,43,2,1,-1,0,0,1,-1,0,36333,56787,62640,57517,42346,76074,15502,0,17549,0,0,13345,0
89163,39,2,2,0,0,0,-1,0,-1,18703,40952,28132,52402,35387,8905,8266,3870,16494,0,0,0,0
20859,32,1,2,-1,-1,0,-1,0,0,1628,10341,11760,12793,7565,17493,610,1209,1965,4488,694,3605,0
25275,39,1,2,4,3,5,2,3,-1,14411,1945,8083,6306,5733,7485,0,897,1768,310,980,592,0
18873,27,2,1,6,-1,-1,3,-1,0,6001,12988,1489,3288,3844,0,880,0,628,207,499,0,1
160259,73,1,1,-1,-1,0,2,0,-1,74357,120298,95021,12530,82908,54864,32181,72899,0,3460,10790,32524,0
12269,41,2,1,-1,-1,-1,0,-1,0,12002,11798,3264,6458,1746,11214,5957,2808,1066,466,72,5507,0
91967,26,2,1,-1,0,-1,-1,-1,-1,16235,62991,32647,51732,15859,40416,5262,35392,0,9153,1226,7363,0
67419,52,2,1,0,0,0,0,0,-1,22437,28674,3715,14189,7687,14033,0,13950,1157,1341,2011,9948,0
55130,68,2,1,0,0,0,0,-1,0,448,17665,22723,18595,17148,22087,115,6771,4567,5423,6536,1539,0
23504,40,3,2,0,0,-1,6,1,0,9523,11209,8730,4320,3424,3707,2527,1144,0,1703,505,0,0
177613,66,1,1,0,0,-1,-1,-1,0,44278,68961,75076,125944,55986,61991,14957,25867,12663,25136,1207,19875,0
37575,53,3,2,3,2,-1,-1,-1,5,9081,2451,12258,17117,9433,13773,0,503,2352,10158,1979,3921,1
15438,60,2,1,-1,0,-1,0,0,-1,7847,0,3304,3246,8503,7480,1445,0,620,500,0,636,0
18600,36,2,2,-1,0,-1,-1,0,0,7879,3304,9181,7371,7816,6445,0,871,1627,2599,1280,93,0
18410,22,1,2,0,-1,-1,6,0,0,10735,1347,3869,8198,6433,10352,2000,91,0,1745,0,2171,1
179286,39,1,2,-1,0,-1,0,-1,0,89356,81016,111571,86252,26927,57097,52067,28064,62734,22337,8919,8723,0
107229,70,3,2,0,-1,-1,0,-1,2,53073,52587,10129,67505,89116,53214,31733,27569,2333,0,13834,4510,0
163651,63,1,2,-1,-1,0,0,-1,0,56592,62133,79396,44881,15522,14156,21517,0,30229,14347,2553,9517,0
30601,63,3,1,3,-1,1,3,1,4,7144,20181,2534,9449,14011,6352,742,2053,0,1787,3150,1942,1
15660,68,2,2,-1,-1,-1,-1,0,0,6030,9846,8672,9114,7691,4534,827,0,2331,0,1541,657,1
21094,41,2,1,5,-1,0,-1,-1,-1,11121,4034,13889,3319,9305,6720,2636,548,4167,1449,620,3722,1
22223,38,2,2,-1,0,-1,-1,0,0,13783,15963,8829,3452,11174,12301,927,1652,82,0,7607,0,0
66165,70,1,2,0,0,-1,0,-1,-1,37490,46824,44704,29347,42756,41702,13814,4555,4100,4677,9441,0,0
148739,51,2,1,5,-1,0,0,-1,0,96120,121232,23607,4297,111424,70124,53792,13250,2414,1061,37473,16005,0
103791,37,3,2,3,0,0,6,0,0,39540,49072,41781,29962,40259,37957,12686,0,0,6209,17270,3700,1
46434,36,1,1,2,0,0,0,0,0,33912,7511,9939,12421,31144,26259,4391,0,2758,8368,2298,14392,1
10000,68,3,2,5,3,5,0,5,4,6609,8497,4618,6127,5486,10000,4574,4974,2036,1186,440,2074,0
13490,23,4,2,-1,-1,-1,0,0,-1,5905,9851,5484,5320,6966,1999,0,217,1748,1790,638,449,0
177611,24,1,2,0,-1,0,-1,0,6,46495,35182,101508,34920,86524,86942,5011,11253,52604,9220,40541,0,0
59000,60,2,2,0,-1,-1,0,0,-1,15772,20506,20604,23663,12391,24221,3960,3561,11761,997,2129,5162,0
51635,21,1,1,0,0,-1,-1,0,-1,15648,20814,5210,9611,35579,10259,6410,0,1444,5601,8246,2029,0
34881,30,2,2,-1,-1,0,0,0,0,15005,5121,26349,19660,24392,25149,2406,902,4719,2202,7589,9454,0
18819,74,4,2,-1,-1,4,0,0,3,13249,1343,8053,13042,10389,12480,3825,568,4436,7639,1691,3772,0
13099,43,3,1,0,4,4,6,-1,0,3519,2090,5542,10549,0,8597,209,0,1430,8173,0,1857,1
180047,60,3,1,-1,-1,0,0,0,0,112749,28096,56354,85847,71992,40525,0,3402,9208,15911,2659,0,0
271375,47,1,1,-1,0,-1,0,-1,-1,41351,129786,101972,161090,74518,68029,13689,12710,35099,14643,21746,1969,0
25400,25,2,2,0,0,0,-1,-1,0,7876,7380,9347,4065,0,12016,1528,407,0,732,0,2248,0
16871,30,1,2,5,-1,-1,-1,-1,-1,9300,2447,2974,10576,1745,13118,1389,1340,622,0,315,2274,1
39282,62,3,1,0,0,-1,1,0,-1,27944,27324,16589,12522,1042,8708,4887,7206,736,1684,64,3894,0
60991,26,1,1,0,-1,-1,0,0,0,5408,29879,20574,27886,20543,13681,337,8945,2518,15276,7913,1613,0
113435,53,1,2,0,0,0,-1,-1,-1,59672,20337,67375,86792,57651,26273,2992,7657,16124,23761,31556,3242,0
135965,39,1,1,-1,0,0,-1,0,-1,42426,45349,53286,51364,59303,78310,21078,0,313,0,9700,0,0
26915,40,1,1,-1,0,0,-1,-1,-1,7687,14696,9944,8075,16524,11499,3362,4951,1968,1396,6340,2125,0
191118,72,1,2,4,-1,-1,-1,0,-1,37520,80495,67753,95665,43485,57550,755,14131,36863,53822,0,22136,0
51737,53,1,1,0,-1,0,-1,0,0,21809,9342,10213,22357,34930,20021,6773,1641,0,1229,5558,6142,0
55806,54,3,2,3,0,0,1,5,0,22873,26201,520,12297,2166,5656,2377,11670,0,4079,729,1911,1
39768,39,2,1,0,0,0,-1,-1,-1,31611,20381,21273,16046,11628,16664,8776,3937,1808,7042,989,4282,0
143553,41,1,2,0,-1,0,0,-1,-1,99164,85564,33939,60869,80102,40397,33289,41998,8402,12934,34808,0,0
